idBo,Ten_KH,Ten_TV,Mo_ta
58,Ophioglossales,Lưỡi rắn,"Bộ Lưỡi rắn là một nhóm nhỏ chứa các loài thực vật dạng dương xỉ. Theo truyền thống chúng được đưa vào trong ngành Dương xỉ (Pteridophyta), nguyên thủy như một họ và sau đó là như một bộ. Trong một số phân loại, nhóm này được đặt trong ngành riêng tách biệt, gọi là Ophioglossophyta, nhưng các nghiên cứu hệ thống hóa phân tử gần đây đã chỉ ra rằng bộ Ophioglossales có quan hệ gần với bộ Quyết lá thông (Psilotales). Phân loại gần đây nhất của Smith và ctv. (2006) đặt hai bộ này cạnh nhau trong lớp Quyết lá thông (Psilotopsida.Ophioglossales chỉ chứa một họ, Ophioglossaceae, mà trong một số phân loại đôi khi được tách ra thành 2 hay 3 họ, lần lượt là lưỡi rắn, Ophioglossaceae, và âm địa quyết Botrychiaceae. Loài khác biệt Helminthostachys zeylanica (sâm chân rết, sâm bòng bong, nhập địa ngô công, thất chỉ quyết hay quản trọng) đôi khi được đặt trong họ riêng của chính nó là Helminthostachyaceae. Loài mới phát hiện gần đây và chi mới, Mankyua chejuense, làm cho bức tranh càng thêm phức tạp. Các xử lý gần đây nhất về các dạng lưỡi rắn đều coi tất cả chúng chỉ nằm trong một họ Ophioglossaceae.Các loài thực vật này có các bào tử sống ngắn ngày được hình thành trong các túi bào tử thiếu hàng các tế bào hình khuyên bao quanh ổ túi bào tử và sinh ra trên cuống tách ra từ phiến lá; và các rễ to dày. Nhiều loài chỉ ra một lá lược hay phiến lá mỗi năm. Một số loài chỉ sinh ra các bông sinh sản mà không có phiến lá thông thường. Các thể giao tử là dạng sống ngầm dưới đất. Các bào tử sẽ không nảy nở nếu bị đưa ra ngoài ánh sáng, và các thể giao tử có thể sống khoảng 20 năm mà không hình thành nên thể bào tử.Chi Ophioglossum có số nhiễm sắc thể cao nhất trong số các loài thực vật đã biết. Loài giữ kỷ lục hiện nay là Ophioglossum reticulatum, với số nhiễm sắc thể đạt tới 1.260"
59,Orchidales,Lan,"Bộ Lan hay bộ Phong lan là một bộ thực vật một lá mầm mà trong các hệ thống phân loại cũ được coi là một bộ, nhưng trong phân loại mới nhất của APG thì nó chỉ được coi là một phần của bộ Măng tây (Asparagales).Tên gọi này là tương đối gần đây, do các hệ thống cũ hơn sử dụng danh pháp thực vật miêu tả cho bộ chứa các loài lan. Các hệ thống Bentham & Hooker cũng như Engler đưa các loài lan vào bộ Microspermae trong khi hệ thống Wettstein coi chúng như là bộ Gynandrae. Định nghĩa của bộ này thay đổi theo hệ thống phân loại được sử dụng. Mặc dù phần lớn của bộ này chỉ chứa các loài lan (thông thường chỉ trong một họ, nhưng đôi khi được tách ra thành nhiều họ, như trong hệ thống Dahlgren, xem dưới đây), và đôi khi các họ khác cũng được thêm vào.Vấn đề phân loạiTrong một số phân loại cũ trước đây, nó được chia ra thành các họ sau:    * Thismiaceae: Hiện nay dược coi là cùng một kiểu với họ Burmanniaceae và được đưa vào trong họ này. Họ này lại thuộc về bộ khác là bộ Củ nâu (Dioscoreales).
    * Orchidaceae: Họ này được phân chia thành vài phân họ, và sau đó thành các tông, phân tông, và sau đó là các chi. Sáu phân họ sau được công nhận:
          o Phân họ Apostasioideae: đơn ngành (Apostasia và Neuwiedia)
          o Phân họ Cypripedioideae: đơn ngành (4 chi)
          o Phân họ Epidendroideae: bao gồm gần như 80% các loài đơn ngành
          o Phân họ Orchidoideae: được coi là đa ngành; phần lớn các loài lan (750 chi), có thể tách ra thêm thành một phân họ mới là phân họ Spiranthoideae
          o Phân họ Vandoideae: đơn ngành
          o Phân họ Vanniloideae: đôi khi được coi là một phân họ riêng rẽ nhưng từ quan điểm của các nghiên cứu phân tử thì nó gần như tương tự như hai phân họ Epidendroideae và Orchidoideae. Phân họ này là một nhánh lưỡng phân cơ sở của loại lan chỉ có một nhị.Takhtajan          Họ OrchidaceaeCronquist 1981          Họ Burmanniaceae
          Họ Corsiaceae
          Họ Geosiridaceae
          Họ OrchidaceaeDahlgren          Họ Apostasiaceae
          Họ Cypripediaceae
          Họ Neuwiediaceae
          Họ OrchidaceaeThorne 1992          Họ OrchidaceaeAPGBộ này không được công nhận trong hệ thống APG II, người ta đưa nó vào bộ Asparagales."
60,Osmundales,Hoa mộc,
61,Oxalidales,Chua me đất,"Bộ Chua me đất (danh pháp khoa học: Oxalidales, đồng nghĩa: Connarales Reveal, Cephalotales  Nakai, Cunoniales Hutchinson, Huales  Doweld) là một bộ trong thực vật có hoa, nằm trong phân nhóm Hoa hồng (rosids) của thực vật hai lá mầm. Phân loại của APG II đặt các họ sau trong bộ này:    * Họ Brunelliaceae: 1 chi với 55 loài
    * Họ Cephalotaceae (Họ Nắp ấm (Úc)) : 1 chi với 1 loài (Cephalotus follicularis)
    * Họ Connaraceae: 12 chi với 180 loài
    * Họ Cunoniaceae: 27 chi với 280 loài
    * Họ Elaeocarpaceae (Họ Côm): 12 chi với 605 loài
    * Họ Huaceae ?: 2 chi với 3 loài tại châu Phi nhiệt đới (Congo)
    * Họ Oxalidaceae (Họ Chua me đất): 6 chi với 770 loàiTheo APG, bộ Oxalidales xuất hiện khoảng 91-88 triệu năm trước (trừ họ Huaceae), với sự phân nhánh của nhóm chỏm cây bắt đầu khoảng 77-72 Ma (Wikström và ctv. 2001).Trong hệ thống Cronquist cũ thì phần lớn các họ trên được đặt trong bộ Hoa hồng (Rosales). Họ Oxalidaceae đã được đặt trong bộ Mỏ hạc (Geraniales) còn họ Elaeocarpaceae được tách ra trong hai bộ là bộ Cẩm quỳ (Malvales) và bộ Viễn chí (Polygalales), trong bộ thứ hai nó có tên gọi cũ là họ Tremandraceae."
62,Pandanales,Dứa dại,"Bộ Dứa dại hay bộ Dứa gai  là một bộ trong thực vật có hoa, với sự phân bổ rộng khắp khu vực nhiệt đới.Hệ thống APG II năm 2003 đặt bộ này trong nhánh thực vật một lá mầm và bao gồm 5 họ như sau:    * Cyclanthaceae
    * Pandanaceae
    * Stemonaceae
    * Triuridaceae
    * VelloziaceaeTheo định nghĩa này thì bộ bao gồm một số loài cây gỗ, cây bụi, dây leo và cây thân thảo trông tương tự như dừa hay cọ.Phân loại cũTrong các phân loại cũ hơn, chẳng hạn như trong phân loại năm 1998 của hệ thống APG thì bộ này bao gồm 4 họ là:    * Cyclanthaceae
    * Pandanaceae
    * Stemonaceae
    * VelloziaceaeHệ thống Cronquist năm 1981 đặt bộ này trong phân lớp Arecidae của lớp Liliopsida [=thực vật một lá mầm] và chỉ có một họ PandanaceaeHệ thống Wettstein năm 1935 đặt bộ này trong lớp Monocotyledones và sử dụng định nghĩa khác, bao gồm:    * Pandanaceae
    * Sparganiaceae
    * TyphaceaeHệ thống Bentham & Hooker năm 1883 có bộ tương tự dưới tên gọi Nudifloreae, bao gồm:    * Aroideae
    * Cyclanthaceae
    * Lemnaceae
    * Pandaneae
    * TyphaceaeSử dụngMột vài loài trong bộ này sản sinh ra lá tương tự như những chiếc đai, có thể dùng đan rổ rá; chi Pandanus (họ Pandanaceae) được sử dụng rộng khắp tại châu Đại dương để lợp mái nhà, đan rổ rá và làm quần áo, còn lá của Carludovica palmata (họ Cyclanthaceae) được dùng làm mũ Panama."
63,Papaverales,A phiến (Anh túc),"Bộ Anh túc là tên gọi của một đơn vị phân loại cấp bộ cho thực vật. Nó được sử dụng trong một vài hệ thống phân loại, chẳng hạn như hệ thống Cronquist. Theo hệ thống này thì bộ Anh túc bao gồm các họ: Papaveraceae (anh túc) nghĩa hẹp (sensu stricto), Fumariaceae (tử cận, bao gồm cả các thành viên trong họ tùy ý tách ra Pteridophyllaceae), và đặt bộ này nằm trong phân lớp Magnoliidae.Hệ thống APG và hệ thống APG II không công nhận bộ này mà đặt các họ trong bộ hoặc là riêng biệt hoặc chỉ như một họ duy nhất là họ Anh túc nghĩa rộng (sensu lato) vào trong bộ Mao lương (Ranunculales)."
64,Pinales,Thông,"Bộ Thông hay bộ Tùng bách là một bộ chứa tất cả các loài thông, bách, kim giao v.v còn tồn tại đến ngày nay thuộc về lớp duy nhất của ngành Thông (Pinophyta) là lớp Thông (Pinopsida). Bộ này trước kia còn được gọi là Coniferales.Đặc trưng cơ bản để phân biệt bộ này là cấu trúc sinh sản gọi là nón. Tất cả các loài thực vật có quả nón, như tuyết tùng, thông, vân sam, linh sam, thông rụng lá, cự sam, hoàng đàn, tùng tháp hay thanh tùng v.v đều được gộp vào trong bộ này. Tuy nhiên, một số các thực vật quả nón đã hóa thạch lại không được xếp vào bộ này mà thuộc về các bộ phân biệt khác trong ngành Pinophyta (xem bài Ngành Thông).Các loài thanh tùng trước đây dược tách ra thành một bộ riêng chứa chính chúng là bộ Taxales, nhưng các chứng cứ phân tích bộ gen gần đây cho thấy họ Thanh tùng là đơn ngành với các loài thực vật quả nón hiện còn đang tồn tại khác và như thế không có lý do để tách riêng. Hiện nay, họ này được nhập chung vào bộ Pinales."
65,Piperales,Tiêu,"Bộ Hồ tiêu là một bộ thực vật có hoa. Các hệ thống phân loại mới nhất nói chung coi nó là một phần của phức hợp Mộc lan (Magnoliids) trong thực vật hai lá mầm cổ. Bộ này chứa 4-5 họ (tùy theo hệ thống phân loại) với khoảng 17 chi và 4.090 loài.Họ Aristolochiaceae nói chung được đưa vào trong bộ Piperales, nhưng một số hệ thống phân loại đưa nó vào bộ riêng của chính nó, gọi là Aristolochiales. Trong hệ thống Cronquist (1981) thì họ Chloranthaceae cũng được đặt trong bộ Piperales này.Các họ    * Aristolochiaceae: Khoảng 5-8 chi, 480 loài
          o Có thể tách ra thành họ Lactoridaceae như một họ riêng rẽ với 1 chi (Lactoris) và 1 loài (Lactoris fernandeziana) ở quần đảo Juan Fernández của Chile.
    * Hydnoraceae: Khoảng 2 chi với 7 loài
    * Piperaceae: Khoảng 5 chi với 3.600 loài
    * Saururaceae: Khoảng 5 chi, 6 loài"
66,Plumbaginales,Đuôi công,"Bộ Bạch hoa đan hay bộ Đuôi công (danh pháp khoa học: Plumbaginales) là tên gọi của một bộ thực vật có hoa. Bộ này được một vài hệ thống phân loại thực vật công nhận, chẳng hạn như hệ thống Wettstein trong phiên bản cuối cùng năm 1935 hay hệ thống Engler phiên bản năm 1964 và hệ thống Cronquist phiên bản gốc năm 1981. Định nghĩa của nó thông thường như sau:    * Bộ Plumbaginales          Họ Plumbaginaceae - họ Bạch hoa đanCronquist đặt bộ này trong phân lớp Caryophyllidae bao gồm 3 bộ. Hệ thống APG II năm 2003 đưa bộ/họ này vào trong bộ Cẩm chướng (Caryophyllales) mở rộng."
67,Poales,Lúa,"Bộ Hòa thảo hay bộ Cỏ hoặc bộ Lúa là một bộ thực vật một lá mầm trong số các thực vật có hoa phổ biến trên toàn thế giới. Bộ này bao gồm nhiều họ cỏ rất lớn (họ Poaceae) và các họ liên quan khác, và nó bao gồm phần lớn các loài thực vật thân thảo (thân cỏ), hiếm khi thấy ở dạng cây bụi, cây thân gỗ hay dây leo. Hoa của chúng thông thường nhỏ, kèm theo lá bắc, và sắp xếp thành cụm hoa (ngoại trừ chi Mayaca với các hoa đơn độc ở phần trên cùng của thân cây). Hoa của nhiều loài được thụ phấn nhờ gió; hạt thông thường chứa tinh bột.Với khoảng 20.000 loài, bộ Hòa thảo được coi là một trong những bộ đa dạng và phổ biến nhất trên Trái Đất. Tầm quan trọng sinh thái và kinh tế của nhiều loài vượt qua phần lớn các loài thực vật khác. Người ta cho rằng nguồn gốc của bộ Hòa thảo là ở Nam Mỹ cách đây khoảng 115 triệu năm trước (Bremer, 2000). Các hóa thạch đã biết sớm nhất, bao gồm cả phấn hoa và quả có niên đại vào cuối kỷ Phấn Trắng, khoảng 65-146 triệu năm trước (theo Bremer, 2000).Phân loạiTheo định nghĩa của Angiosperm Phylogeny Group (APG hay nhóm nghiên cứu phát sinh loài thực vật hạt kín), bộ Hòa thảo chứa 17-18 họ với khoảng 997 chi và khoảng 18.325 loài. Các họ lớn nhất trong bộ này là họ Hòa thảo (Poaceae hay họ Lúa, họ Cỏ với khoảng 10.035 loài), Họ Cói (Cyperaceae với 4.350 loài), Họ Dứa (Bromeliaceae với 1.400 loài) và họ Cỏ dùi trống (hay Cốc tinh thảo, Eriocaulaceae với 1.160 loài). Quan trọng nhất về mặt kinh tế là họ Hòa thảo, nó bao gồm các loại cây lương thực như lúa mạch, ngô, kê, lúa và lúa mì.Hệ thống APG II năm 2003 chấp nhận bộ này và đặt nó trong nhánh Thài lài (commelinids) của nhóm monocots.
Đồng cỏ nở hoaCác chi dưới đây liệt kê theo hệ thống APG II năm 2003.    * Anarthriaceae
    * Bromeliaceae - Họ Dứa
    * Centrolepidaceae
    * Cyperaceae - Họ Cói, lác
    * Ecdeiocoleaceae
    * Eriocaulaceae
    * Flagellariaceae
    * Hydatellaceae[1]
    * Joinvilleaceae
    * Juncaceae - Họ Bấc
    * Mayacaceae
    * Poaceae - Họ Cỏ, lúa
    * Rapateaceae
    * Restionaceae
    * Sparganiaceae[2]
    * Thurniaceae
    * Typhaceae - Họ Hương bồ
    * XyridaceaeHệ thống APG năm 1998 cũng chấp nhận kiểu sắp xếp tương tự, mặc dù sử dụng thuật ngữ ""commelinoids"" và sử dụng định nghĩa gần như tương tự, ngoại trừ không có các họ Bromeliaceae, Mayacaceae và Rapateaceae, đồng thời thêm vào họ Prioniaceae (hiện nay là một phần của họ Thurniaceae) và tách phân họ Abolbodoideae ra khỏi họ Xyridaceae để lập thành họ Abolbodaceae không thuộc bộ nào, nhưng cùng nhánh Thài lài.Trong hệ thống Cronquist người ta không công nhận bộ có tên gọi Poales; hai họ là Poaceae (lúa) và Cyperaceae (cói) được đưa vào trong bộ Cói (Cyperales). Hệ thống phân loại APG đưa một số họ vào trong bộ Poales mà trong các hệ thống phân loại cũ đã được đưa vào trong các bộ riêng rẽ (chẳng hạn Bromeliales, Cyperales, Hydatellales, Juncales, Restionales và Typhales)."
