idChi,Ten_KH,Ten_TV,Mo_ta,idHo
57,Aesculus,"Kẹn, Mã dẻ","AESCULUS L.Cây gỗ hay cây bụi với chồi có vẩy. Lá mọc đối, hình chân vịt, sớm rụng, không có lá kèm, lá chét xoan ngược hay thuôn, có răng.Cụm hoa chùy ở ngọn; hoa khá lớn, đa tính, không đều. Đài hình ống hay hình chuông, có 5 thùy hay có răng, sớm rụng, với thùy không đều và lợp lên nhau. Đĩa mật dạng vòng hay ở bên, chia thùy hay nguyên. Nhị 5 - 8, thường là 7, đính phía trong đĩa, rời. Bầu không cuống, 3 ô, vòi nhụy kéo dài, mảnh; đầu nhụy đơn; mỗi ô chứa 2 noãn, xếp chồng.Quả nang 1 - 3 ô, van mở ô, dai, hạt 1 trong mỗi ô, gần hình cầu, không có phôi nhũ; với rốn rộng, vỏ dai, lá mầm dàyGồm 13 loài: 1 loài ở Đông Nam Âu, 5 loài ở Ấn Độ và Đông Á, 7 loài ở Bắc Mỹ",148
58,Afzelia,"Gõ đỏ, Cà te, Beng, Hổ bì","AFZELIA J.E.Sm.[Lấy tên của Adam Afzelius, nhà thực vật học ở Uppsala, Thụy Điển]Cây gỗ. Lá kép lông chim; lá chét mọc đối, có cuống xoắn. Cụm hoa thành chùm hay chùy ở ngọn. Lá bắc dễ rụng, lá bắc con tồn tại. Cuống có khớp. Hoa lưỡng tính. Lá đài 4, lợp lên nhau. Cánh hoa chỉ có một cái phát triển. Nhị sinh sản 3 - 8, nhị lép 2 - 3. Bầu có cuống, noãn nhiều, vòi nhụy dài, đầu nhụy cụt hay gần dạng đầu. Quả có cuống ngắn, dẹp, có vách hóa gỗ dày; hạt có áo hạt có màu sắc bao lấy một phần hạt.Gồm khoảng 15 loài ở châu Phi và châu Á; ở Việt Nam chỉ gặp một loài : Afzelia xylocarpa",57
59,Aganonerion,"Dang, Dây dang","AGANONERION Pierre ex SpireDây leo có mủ trắng. Lá đơn, mọc đối. Chùy hoa ở ngọn; đài hoa có răng dài bằng ống; tràng có ống dài bằng hai lần cánh hoa; cánh hoa tròn, nhọn, có mũi; nhị đính ở gần đáy ống tràng; đĩa mật cao bằng bầu. Quả đại có gốc rộng; hạt có lông mào.Có 1 loài ở Việt Nam : Aganonerion polymorphum",20
60,Aganope,,,129
61,Aganosma,"Chè bông, Chè lông","AGANOSMA (Blume) G. Don[Từ chữ Hy Lạp aganos: dịu, không hắc và osmé: mùi thơm]Dây leo có nhựa mủ. Lá đơn, mọc đối. Cụm hoa ở ngọn và ở nách lá. Đài có cái thùy dài hơn ống; tràng có ống dài bằng cánh hoa, nhị đính ở gốc ống tràng và không thò ra ngoài. Quả đại choải ra thành góc tù hay bẹt, hạt có mào lông.Có 10 loài ở Trung Quốc và vùng Ấn Độ - Mã Lai. Ở Việt Nam có 4 loài, được biết đến nhiều là: Aganosma acuminata",20
62,Agapanthus,Thanh anh,"AGAPANTHUS L’Hér.[Từ chữ Hy Lạp agape: tình yêu và anthos: hoa]Cây thảo sống nhiều năm có rễ nạc, hầu như thành dạng củ. Lá mọc từ gốc, hình dải dài và có bẹ.Cụm hoa có cán không lá mang một tán gồm nhiều hoa lớn có lá bắc con, đều, có ống ngắn và 6 phiến trải ra, 3 cái trong hơi lớn hơn; 6 nhị. Bầu có 3 ô nhiều noãn, vòi nhụy dạng sợi, đầu nhụy có 3 góc. Quả nang thuôn, mở bởi ba van cắt vách. Hạt có cánh dạng màng ở gốc, màu đen nhạt.Gồm có 9 loài ở Nam Phi. Việt Nam có nhập trồng 1 loài : Agapanthus africanus",172
63,Agapetes,Thượng nữ,"AGAPETES D. Don ex G. Don[Từ chữ Hy Lạp agape : tình yêu; có dáng và hoa đẹp]Cây nhỡ thấp có dáng đẹp. Lá mọc so le, đơn, dai.Hoa mọc đơn độc hay từng đôi, có khi thành chùm hay ngù. Hoa đỏ, dạng ống dài với các thùy nhỏ. Bầu hạ. Quả mọng.Gồm 95 loài ở các vùng nhiệt đới châu Á tới miền Tây Thái Bình Dương",208
64,Agastache,Hoắc hương núi,"AGASTACHE Clayton & Gronov.Cỏ hay bụi cây nhỏ. Thân vuông, nhẵn hay có lông. Lá mọc đối, nguyên hoặc xẻ răng cưa ở mép, thường có cuống. Cụm hoa dạng bông ở đỉnh cành, do các xim co hợp thành. Lá bắc tồn tại hay rụng sớm. Đài hình chuông hay hình ống, có 15 gân dọc, 2 môi: môi trên 3 thùy; môi dưới 2 thùy. Tràng thò dài hay ngắn khỏi đài, 2 môi: môi trên 2 thùy; môi dưới 3 thùy. Nhị 4, sinh sản, hướng về 2 phía; bao phấn 2 ô song song. Bầu nhẵn hay có lông ở đỉnh; vòi nhụy xẻ 2 thùy ngắn ở đỉnh. Quả thường có 3 góc.Có tới 30 loài, phân bố ở vùng nhiệt đới châu Á (Trung và Đông Á) và châu Mỹ (Bắc Mỹ tới Mêhicô). Ở Việt Nam có 1 loài : Agastache rugosa",165
65,Agathis,Kao ri,"AGATHIS Salisb.[Từ chữ Hy Lạp agathos: tốt, có sách ghi agathis: cuộn chỉ]Cây gỗ lớn, thân thẳng; cành thường trải ra. Lá rộng, tồn tại. Nón hình cầu hay hình trứng rộng, gồm nhiều vẩy phẳng, rộng, dai và hầu như hóa gỗ, rụng khi chín; hạt nhỏ, chín sau hai năm.Gồm khoảng 15 loài của quần đảo Mã Lai, Đông Ôxtrâylia, Nuven Calêđôni, Niu Dilen. Việt Nam có nhập trồng 1 loài : Agathis australis",25
66,Agave,"Thùa, Dứa sợi","AGAVE L.[Từ chữ Hy Lạp agauos: có giá trị, ca ngợi]Cây thường có một lứa quả, thường có kích thước lớn và có khi đâm chồi tược. Lá mọc thành hoa thị nạc, luôn luôn có một gai to gây ngứa ở đầu và thường có gai trên các mép. Cụm hoa đi từ giữa cụm lá hoa thị, chỉ xuất hiện ở những cây già, thường có kích thước lớn, có khi vượt quá 10m, hoặc là chùy rộng với các nhánh nhiều hoa, hoặc là bông có hoa riêng rẽ hoặc từng đôi; bao hoa dạng phễu, nhị thò dài, với bao phấn lắc lư. Quả nang 3 ô, mở bởi 3 van; nhiều hạt dẹp. Hoa có khi được thay thế bởi những hành con, nhất là về phía cuối của cán hoa.Gồm đến 300 loài của Nam Hoa Kỳ cho tới  Nam Mỹ",6
67,Agelaea,Trường ngân,"AGELAEA Soland. ex Planch.[Từ chữ Hy Lạp agelaios : sống thành đàn, mọc thành cụm; liên hệ đến số lượng quả đại cùng chín trong một hoa]Dây leo hay cây nhỏ phân cành nhiều. Lá có 3 lá chét.Cụm hoa chùy ở nách lá hay ở ngọn. Hoa lưỡng tính, mẫu 5. Lá đài có lông tơ ở mặt ngoài. Cánh hoa hình dải, dài hơn lá đài, không lông. Nhị 10 có chỉ nhị hơi dính ở gốc, trong đó có 5 nhị vòng ngoài dài hơn. Lá noãn 5, bầu có lông mịn; vòi nhụy dài nhiều hay ít; đầu nhụy nhỏ có 3 thùy.Quả 1 hoặc nhiều đại trong một hoa, thường cong, sần sùi, khi chín có màu đỏ, mở dọc; đài tồn tại ở gốc. Hạt 1, màu đen bóng có áo hạt màu vàng cam bao lấy một phần; không có phôi nhũ.Gồm khoảng 15 loài mà 4 loài ở Đông Nam Á và vùng Mã Lai, số còn lại ở châu Phi.",85
68,Ageratum,"Cỏ cứt lợn, Cỏ hôi, Bù xích","AGERATUM L.[Từ ageratos, tên Hy Lạp của cây, có nghĩa là tôi không già]Cỏ sống hằng năm hay lưu niên có thân thảo hay gần hóa gỗ. Bao chung dạng chén, với nhiều lá bắc hình dải. Hoa hình ống, màu xanh lam hay trắng.Gồm 43 loài của vùng nhiệt đới Trung Mỹ",32
69,Aglaia,"Gội, Ngâu","AGLAIA Lour.[Tiếng Latin, từ chữ Hy Lạp aglaie: sự vui vẻ, sự sáng chói; tên của người trẻ nhất trong ba vị thần của Ân huệ trong thần thoại Hy Lạp]Cây gỗ hay cây bụi. Nhánh non phủ lông hình sao và có khiên, ít khi là lông đơn. Lá mọc so le, không có lá kèm, kép – lông chim lẻ, ít khi đơn, phiến lá chét nguyên.Cụm hoa chùy hay bông đơn hoặc kép, các hoa lưỡng tính và hoa đực rộng hơn, các hoa lưỡng tính và hoa cái tiêu giảm hơn; hoa hình cầu rất nhỏ, lưỡng tính hay đa tính khác gốc. Đài hợp, có 3 - 5 răng hay đài rời với 3 - 5 lá đài lợp. Tràng có 3 - 5 cánh hoa, lợp hay vặn, thuôn, tròn, rời hay hơi dính ở gốc với ống nhị. Nhị 5 - 10 ít khi 3, một bó; ống nhị hình cầu hoặc thắt lại ở nửa dưới; bao phấn hướng trong, đính gốc, không có đĩa mật hoặc đĩa mật nhỏ. Bầu hình cầu rất tiêu giảm; vòi nhụy không có hoặc cực kỳ ngắn, đầu nhụy hình đầu, cụt, hình tháp; ô 1 - 5, chứa mỗi ô 1 - 2 noãn; noãn đảo mọc đứng hay treo. Quả không mở hoặc mở; hạt không có phôi nhũ, thường có áo hạt; lá mầm nạc.Gồm 100 loài của vùng Ấn Độ - Mã Lai và Tây Thái Bình Dương. Ở Việt Nam có hơn 27 loài, một số loài là cây gỗ, cây cho quả ăn được",193
70,Aglaodorum,Mái dầm,AGLAODORUM SchottChỉ có 1 loài ở vùng Tây Malaixia; có gặp ở Việt Nam Aglaodorum griffithii,85
71,Aglaomorpha,,,250
72,Aglaonema,"Vạn niên thanh, Minh ty, Lượng ty","AGLAONEMA Schott[Từ chữ Hy Lạp aglaos: tuyệt đẹp, tráng lệ, sáng sủa và nema: sợi chỉ]Cây dạng bụi. Thân mọng nước. Lá có một phiến hình trái xoan hay thuôn có gân mép rõ; cuống lá ngắn, có rãnh.Cụm hoa thường có mùi thơm; mo thẳng, màu trắng, ngắn, mở ra rồi khép lại. Bông mo mang các nhị và bầu liên tục với những nhị thô sơ lẫn với các bầu. Bao phấn không cuống. Bầu không nhiều, 1 ô, chỉ có 1 noãn.Gồm 21 loài ở vùng Ấn Độ - Mã Lai",85
73,Agrimonia,"Long nha thảo, Mãn","AGRIMONIA L.[Biến âm của argemonê, một loại cà dại hoa vàng, hoặc từ argemon, điểm trắng trong mắt và cũng là một loài cây dùng chữa chứng loạn thị. Có người cho rằng từ chữ Latin ager: cánh đồng]Cây sống dai, dạng thảo hay dạng cây bụi. Lá có lá kèm, mọc so le, xẻ lông chim hay kép lông chim lẻ, với các lá chét chính phân cách bởi các lá chét bậc hai nhỏ hơn.Cụm hoa chùm ở ngọn, dạng bông; hoa lưỡng tính. Đài có ống đồng trưởng, có rãnh, có nhiều tơ móc như gai ở đỉnh và có 5 thùy. Cánh hoa 5, nguyên. Nhị 5 -15. Đĩa mật dày tạo thành nắp có hai vòi nhụy xuyên qua. Lá noãn 2, rời, nằm trong ống đài, với một noãn treo; vòi nhụy ở đỉnh, dạng sợi, thò; đầu nhụy có 2 thùy.Quả bế 1- 2, nằm trong ống đài đồng trưởng kín ở phần trên và phủ gai móc; hạt không có phôi nhũ.Gồm 15 loài của các vùng ôn đới và vùng núi nhiệt đới của Bắc bán cầu và Nam Mỹ; 1 loài ở Nam Phi; 9 loài ở châu Á.",267
74,Agrostis,Hòa,"AGROSTIS L.[Tiếng Hy Lạp agrostis: tên dùng chỉ các loài hòa thảo nói chung; do chữ agrós, cánh đồng]Cỏ sống hằng năm hoặc thường là cây thảo sống lâu năm. Lá thường phẳng, có khi dạng tơ. Hoa thành chùy, thưa, mọc vòng, có các nhánh mọc vòng.Gồm 120 loài phân bố toàn cầu, chủ yếu ở Bắc ôn đới (ở châu Âu 25 loài). Ở Việt Nam, hiện có 3 loài, mà 1 loài được biết đến nhiều là: Agrostis stolonifera",244
75,Agrostistachys,,,128
76,Agrostophyllum,"Xích hủ, Lan càng cua","AGROSTOPHYLLUM Blume[Từ chữ Hy Lạp agrostis: một loài cỏ và phyllum: lá, do lá của một số lớn các loài giống như lá của cỏ]Lan biểu sinh. Thân tập hợp thành khóm, dẹp, có bẹ và có lá. Lá xếp hai dãy, hình dải hay thuôn, bẹ dẹp phẳng, tồn tại.Cụm hoa ở ngọn, thành đầu; hoa nhỏ màu trắng, dày đặc kèm theo nhiều lá bắc dài và hẹp. Lá đài mọc đứng, lõm, các lá đài bên rộng hơn và men trên cằm. Cánh hoa hẹp nhiều hay ít. Cánh môi ngắn, mọc đứng, nguyên hoặc có 3 thùy, đính trên cằm. Cột ngắn, khỏe, dày lên ở phía trên. Bao phấn thành nắp, trùm lên cột, có 2 ô. Khối phấn 8, hình trứng, rời hoặc xếp nhóm 4.Gồm tới 60 loài, phân bố từ các đảo Xây Sen đến Tây Thái Bình Dương",222
77,Aidia,Găng,"AIDIA Lour.Cây nhỡ hay cây gỗ không gai. Lá mọc đối; lá kèm ngắn, rời hay dính.Cụm hoa xim dạng ngù, ở nách lá hay đối diện với lá; hoa trắng hay vàng. Lá đài 5, ống hình trứng; cánh hoa 5 ít khi hơn, dính thành ống tràng hình ống hay dạng phễu, không lông; nhị 5, có chỉ nhị ngắn; đĩa mật dạng vòng; bầu có 2 ô, vòi nhụy ngắn, đầu nhụy đơn, hình thoi; noãn thường nhiều, đính noãn trong trục.Quả dạng quả mọng, tròn, có 2 ô, chứa nhiều hạt.Gồm 25 loài của Cựu lục địa;",268
78,Ailanthus,"Thanh thất, Càng hom","AILANTHUS Desf.[Từ chữ Hy lạp ailanto, thần mặt trời, tên cây ở đảo Môlucca, ngụ ý là cây nhìn mặt trời]Cây gỗ rụng lá có vỏ nhám. Lá mọc so le, dạng kép lông chim lẻ, nhiều lá chét.Hoa khác gốc hay đa tính, thành chùy nhiều hoa. Các hoa đực có mùi khó chịu, nhỏ, màu lục. Lá đài và cánh hoa đều 5; nhị 2 - 10. Quả có cánh tồn tại một phần trong mùa đông.Gồm 5 loài của châu Á đến Ôxtrâylia",286
79,Ainsliaea,"Thố nhi phong, Ánh lệ","AINSLIAEA DC.[Để tưởng nhớ nhà thực vật học Whitelaw Ainslie (1767-1837)]Cỏ sống nhiều năm, có thân ngắn. Lá chụm ở gốc thân và lá nhỏ ở trên thân, có cuống dài. Cụm hoa dạng bông thưa ở ngọn; hoa đầu có lá bắc xếp nhiều hàng, dài từ từ vào trong. Toàn hoa hình môi. Quả bế có mào lông.Gồm khoảng 40 loài ở vùng Đông châu Á tới Tây Malaixia",32
80,Ajuga,"Gân cốt thảo, Cỏ gân cốt","AJUGA L.[Biến âm của abigu, từ chữ abigere có nghĩa là săn đuổi. Liên hệ đến tính chất làm dễ dàng sự sinh đẻ; có người cho là từ a: không và zygon, tiếng Latin là jugum: cái ách]Cỏ ít khi là cây bụi. Lá đơn, mọc đối. Cụm hoa là vòng giả ở nách lá phía ngọn hay dạng bông phía đỉnh cành. Lá bắc nhỏ. Đài có 10 gân dọc, 5 thùy gần bằng nhau. Tràng 2 môi: môi trên 2 thùy ngắn, môi dưới 3 thùy dài. Nhị 4, hướng lên phía môi trên của tràng, chỉ nhị nhẵn hay có lông. Bầu nhẵn hay có lông, vòi nhụy đính ở giữa bầu, đỉnh vòi xẻ 2 thùy gần bằng nhau. Quả thường có gân mạng lưới.Gần 50 loài của Cựu lục địa, chủ yếu của vùng ôn đới và núi cao nhiệt đới",165
81,Akebia,,,166
82,Alangium,"Thôi ba, Thôi chanh, Quăng","ALANGIUM Lam.[Tên tiếng Tamin ở Ấn Độ, Alangi]Cây gỗ hay cây nhỡ, không có gai, nhẵn hay có lông mịn. Lá mọc so le, không có lá kèm, nguyên hay chia thùy, thường không cân ở gốc, mỏng hay dai, có gân lông chim hay chân vịt.Hoa đều, tập hợp thành cụm hoa xim ở nách lá, hoặc dạng ngù và phân nhánh, hoặc ít hoa không cuống hay có cuống. Hoa lưỡng tính, màu trắng hay vàng với cuống có khớp. Đài cụt với 4 - 10 răng tam giác. Cánh hoa 4 - 10, kéo dài, thường hình dải, xếp van. Nhị xen kẽ với cánh hoa, bằng số cánh hoa, có khi nhiều gấp 2 - 3 lần, rời hay hơi dính nhau. Bầu hạ 1 (2) ô, vòi nhụy đơn. Noãn đơn, treo.Quả hạch dạng bầu dục - trứng hay hình cầu, kèm theo các vết tích của lá đài và đĩa mật, có một hạt, với vỏ quả ngoài nạc hay dai, vỏ quả trong hóa sừng hay hóa gỗ.Gồm khoảng 20 loài phân bố ở các vùng nhiệt đới và ôn đới của Đông Nam Á, Nhật Bản, Malaixia, Ôxtrâylia, Phitgi, Irian, Nuven Calêđôni, 1 loài ở Ôxtrâylia, châu Phi và Cômo, 1 đặc hữu của Mađagaxca và 14 loài ở Inđônêxia",8
83,Albemoschus,"Đậu bắp, Bụp bắp, Vông vang, Mướp tây","ABELMOSCHUS Medik.[Từ tiếng Ả Rập abu - el - misk: cha của xạ hương, liên hệ đến mùi hương của hạt có mùi của xạ hương]Cây thảo sống hằng năm hay lâu năm. Lá mọc so le, thường chia thùy sâu. Hoa thường lớn, có màu sắc, có tiểu đài với phiến bé, đài thành mo mau rụng, vòi nhụy phân nhánh, lá noãn nhiều noãn.Gồm 15 loài của miền nhiệt đới Cựu lục địa.Ở Việt Nam có gặp 4 loài:Abelmoschus esculentusAbelmoschus manihotAbelmoschus moschatusAbelmoschus moschatus tuberosus",185
